id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sload,dload,smean,dmean,sinpkt,dinpkt,sjit,djit,udp_packet_rate,sttl,dttl,sloss,dloss,swin,dwin,stcpb,dtcpb,tcprtt,synack,ackdat,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_src_ltm,ct_srv_dst,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,attack_cat,label,tcp_syn_count,tcp_fin_count,tcp_rst_count,threat_category,flow_id,timestamp,protocol,duration,src_bytes,dst_bytes,src_packets,dst_packets,anomaly_score,suspicion_reason
231.0,10.265,tcp,-,CON,617.0,173.0,109471.0,101030.0,173.1,10664.49,9842.18,177.42,583.99,0.0166,0.0593,0.535,0.477,0.0,64.0,64.0,97.0,13.0,2048.0,1024.0,0.0,0.0,0.421,0.049,0.097,2.0,0.0,6.0,39.0,1.0,8.0,1.0,9.0,3.0,7.0,0.0,0.0,0.0,1.0,DoS,Attack,493.0,61.0,61.0,Malicious,,,,,,,,,,
232.0,13.887,tcp,-,CON,540.0,152.0,129346.0,116173.0,130.4,9314.18,8365.59,239.53,764.3,0.0257,0.0914,0.814,0.685,0.0,128.0,255.0,52.0,7.0,4096.0,4096.0,0.0,0.0,0.09,0.183,0.083,0.0,0.0,7.0,54.0,25.0,9.0,5.0,1.0,49.0,74.0,0.0,0.0,0.0,1.0,DoS,Attack,432.0,54.0,54.0,Malicious,,,,,,,,,,
235.0,1.251,tcp,-,CON,64.0,41.0,2520.0,1986.0,53.3,2014.39,1587.53,39.38,48.44,0.0195,0.0305,0.065,0.58,0.0,255.0,128.0,4.0,1.0,8192.0,2048.0,0.0,0.0,0.285,0.117,0.062,0.0,0.0,19.0,15.0,4.0,8.0,4.0,7.0,37.0,69.0,0.0,0.0,0.0,0.0,Exploits,Attack,12.0,12.0,6.0,Malicious,,,,,,,,,,
237.0,4.21,tcp,http,CON,346.0,174.0,9239.0,9219.0,74.5,2194.54,2189.79,26.7,52.98,0.0122,0.0242,0.533,0.158,0.0,64.0,255.0,48.0,12.0,512.0,512.0,0.0,0.0,0.351,0.161,0.035,3.0,281.0,8.0,9.0,46.0,2.0,0.0,7.0,33.0,59.0,0.0,0.0,2.0,0.0,Worms,Attack,103.0,69.0,34.0,Malicious,,,,,,,,,,
238.0,0.07,tcp,-,RST,3.0,1.0,164.0,150.0,1415.6,2342.86,2142.86,54.67,150.0,0.0233,0.07,0.991,0.128,0.0,128.0,255.0,0.0,0.0,2048.0,1024.0,0.0,0.0,0.061,0.148,0.06,0.0,0.0,1.0,95.0,12.0,7.0,4.0,13.0,36.0,16.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
239.0,24.607,tcp,-,CON,1475.0,387.0,109654.0,89739.0,107.4,4456.21,3646.89,74.34,231.88,0.0167,0.0636,0.467,0.86,0.0,255.0,128.0,291.0,38.0,512.0,1024.0,0.0,0.0,0.343,0.096,0.006,3.0,0.0,11.0,36.0,10.0,3.0,2.0,4.0,6.0,49.0,0.0,0.0,0.0,0.0,DoS,Attack,1180.0,147.0,147.0,Malicious,,,,,,,,,,
240.0,40.336,tcp,-,CON,1513.0,233.0,69327.0,72130.0,186.6,1718.74,1788.23,45.82,309.57,0.0267,0.1731,0.236,0.166,0.0,128.0,255.0,103.0,7.0,512.0,1024.0,0.0,0.0,0.101,0.169,0.037,2.0,0.0,14.0,89.0,32.0,4.0,5.0,13.0,49.0,71.0,0.0,0.0,0.0,0.0,DoS,Attack,1210.0,151.0,151.0,Malicious,,,,,,,,,,
241.0,27.219,tcp,-,CON,172.0,119.0,1954.0,940.0,16.4,71.79,34.53,11.36,7.9,0.1583,0.2287,0.696,0.049,0.0,255.0,64.0,0.0,0.0,8192.0,512.0,0.0,0.0,0.271,0.193,0.015,2.0,0.0,15.0,83.0,2.0,0.0,3.0,13.0,28.0,88.0,0.0,0.0,0.0,0.0,Backdoor,Attack,17.0,17.0,0.0,Malicious,,,,,,,,,,
242.0,49.025,tcp,-,CON,1502.0,814.0,35395.0,14606.0,127.3,721.98,297.93,23.57,17.94,0.0326,0.0602,0.459,0.557,0.0,255.0,128.0,294.0,79.0,512.0,512.0,0.0,0.0,0.432,0.112,0.023,1.0,0.0,6.0,40.0,36.0,0.0,4.0,14.0,6.0,29.0,0.0,0.0,0.0,0.0,DoS,Attack,1201.0,150.0,150.0,Malicious,,,,,,,,,,
243.0,16.637,tcp,-,CON,50.0,33.0,8561.0,8731.0,15.3,514.58,524.79,171.22,264.58,0.3327,0.5042,0.001,0.556,0.0,64.0,128.0,2.0,0.0,2048.0,4096.0,0.0,0.0,0.381,0.059,0.023,3.0,0.0,14.0,94.0,7.0,5.0,3.0,11.0,43.0,33.0,0.0,0.0,0.0,1.0,Backdoor,Attack,5.0,5.0,0.0,Malicious,,,,,,,,,,
245.0,0.084,tcp,-,FIN,5.0,1.0,212.0,51.0,805.7,2523.81,607.14,42.4,51.0,0.0168,0.084,0.266,0.646,0.0,128.0,64.0,0.0,0.0,1024.0,8192.0,0.0,0.0,0.255,0.061,0.019,3.0,0.0,17.0,6.0,3.0,0.0,1.0,11.0,31.0,67.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,0.0,Malicious,,,,,,,,,,
246.0,57.11,tcp,-,CON,2561.0,1705.0,101552.0,21931.0,84.6,1778.18,384.01,39.65,12.86,0.0223,0.0335,0.683,0.61,0.0,128.0,128.0,220.0,73.0,8192.0,2048.0,0.0,0.0,0.418,0.043,0.042,0.0,0.0,15.0,69.0,8.0,6.0,0.0,18.0,19.0,81.0,0.0,0.0,0.0,1.0,DoS,Attack,2048.0,256.0,256.0,Malicious,,,,,,,,,,
247.0,0.01,tcp,-,SYN,8.0,1.0,397.0,424.0,436.6,39700.0,42400.0,49.62,424.0,0.0013,0.01,0.693,0.838,0.0,128.0,128.0,0.0,0.0,8192.0,1024.0,0.0,0.0,0.473,0.14,0.052,3.0,0.0,3.0,29.0,29.0,5.0,0.0,14.0,4.0,51.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,0.0,0.0,Malicious,,,,,,,,,,
249.0,3.544,tcp,ftp,RST,86.0,44.0,3459.0,3545.0,54.8,976.02,1000.28,40.22,80.57,0.0412,0.0805,0.059,0.334,0.0,128.0,64.0,0.0,0.0,1024.0,8192.0,0.0,0.0,0.395,0.144,0.08,3.0,0.0,3.0,66.0,29.0,0.0,3.0,5.0,33.0,54.0,0.0,3.0,0.0,0.0,Exploits,Attack,17.0,17.0,8.0,Malicious,,,,,,,,,,
250.0,13.559,tcp,-,CON,1275.0,471.0,40305.0,8998.0,172.2,2972.56,663.62,31.61,19.1,0.0106,0.0288,0.118,0.697,0.0,64.0,64.0,117.0,21.0,2048.0,1024.0,0.0,0.0,0.318,0.177,0.075,2.0,0.0,2.0,14.0,39.0,6.0,2.0,11.0,28.0,78.0,0.0,0.0,0.0,0.0,DoS,Attack,1020.0,127.0,127.0,Malicious,,,,,,,,,,
,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attack,,,,Suspicious,3.0,2025-08-07T23:01:50.293863,tcp,0.065,493.0,255.0,2.0,1.0,3.0967157356383272,Statistical Anomaly
,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attack,,,,Suspicious,32.0,2025-08-07T23:01:50.293863,tcp,0.062,408.0,93.0,8.0,5.0,3.356197166374262,Statistical Anomaly
,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attack,,,,Suspicious,57.0,2025-08-07T23:01:50.293863,tcp,0.065,141.0,89.0,6.0,1.0,3.2372505398868263,Statistical Anomaly
,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attack,,,,Suspicious,97.0,2025-08-07T23:01:50.294951,tcp,23.615,137726.0,162369.0,2401.0,1125.0,3.870393124019553,Statistical Anomaly
,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attack,,,,Suspicious,99.0,2025-08-07T23:01:50.294951,tcp,0.05,250.0,107.0,2.0,0.0,3.619064977935462,Statistical Anomaly
,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attack,,,,Suspicious,104.0,2025-08-07T23:01:50.294951,tcp,50.645,75612.0,59366.0,2168.0,1729.0,3.459338301846297,Statistical Anomaly
,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attack,,,,Suspicious,119.0,2025-08-07T23:01:50.294951,tcp,53.867,145975.0,148489.0,2134.0,554.0,3.48419351196718,Statistical Anomaly
,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attack,,,,Suspicious,123.0,2025-08-07T23:01:50.294951,tcp,37.281,122856.0,142659.0,2136.0,1149.0,3.3219785452333666,Statistical Anomaly
,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attack,,,,Suspicious,176.0,2025-08-07T23:01:50.294951,tcp,12.574,71717.0,24734.0,2259.0,1662.0,3.301219885990975,Statistical Anomaly
,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attack,,,,Suspicious,182.0,2025-08-07T23:01:50.294951,tcp,38.164,130878.0,105280.0,2423.0,1781.0,3.5820570723608753,Statistical Anomaly
,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attack,,,,Suspicious,189.0,2025-08-07T23:01:50.294951,tcp,55.662,135627.0,135395.0,2029.0,210.0,3.1198637050353524,Statistical Anomaly
,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attack,,,,Suspicious,205.0,2025-08-07T23:01:50.295909,tcp,0.011,315.0,373.0,3.0,0.0,3.493557238599076,Statistical Anomaly
,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attack,,,,Suspicious,213.0,2025-08-07T23:01:50.295909,tcp,0.04,340.0,325.0,6.0,1.0,3.443396472624837,Statistical Anomaly
,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attack,,,,Suspicious,226.0,2025-08-07T23:01:50.295909,tcp,39.415,100046.0,91420.0,2949.0,1980.0,4.051692367214742,Statistical Anomaly
,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Attack,,,,Suspicious,246.0,2025-08-07T23:01:50.295909,tcp,57.11,101552.0,21931.0,2561.0,1705.0,3.402698869301107,Statistical Anomaly
